HomeTeam,FTHG,FTAG,HTHG,HTAG
Sandhausen,1,2,1,0
Union Berlin,1,1,0,0
Kaiserslautern,1,1,0,1
Dresden,1,1,1,0
Heidenheim,1,3,0,0
Bielefeld,0,4,0,1
Holstein Kiel,2,1,1,0
Ingolstadt,1,2,0,1
Braunschweig,1,1,0,0
Darmstadt,1,2,1,0
Fortuna Dusseldorf,3,2,1,0
Nurnberg,0,1,0,0
Erzgebirge Aue,0,3,0,2
Union Berlin,1,1,0,0
Duisburg,1,6,0,2
Sandhausen,1,0,0,0
St Pauli,0,4,0,4
Bochum,1,2,1,1
Darmstadt,4,3,1,2
Greuther Furth,3,1,2,0
Regensburg,0,2,0,0
Holstein Kiel,0,1,0,1
Ingolstadt,2,2,1,1
Kaiserslautern,0,2,0,1
Sandhausen,1,0,0,0
Braunschweig,3,0,2,0
Dresden,0,2,0,0
Fortuna Dusseldorf,1,0,0,0
Heidenheim,2,2,1,1
Nurnberg,3,1,1,1
Duisburg,1,3,0,1
Erzgebirge Aue,1,0,1,0
Bielefeld,1,1,0,0
Regensburg,2,1,0,1
St Pauli,1,2,1,2
Bochum,2,0,2,0
Darmstadt,3,3,1,2
Greuther Furth,1,3,0,1
Union Berlin,5,0,4,0
Ingolstadt,3,0,1,0
Kaiserslautern,3,0,0,0
Erzgebirge Aue,1,2,0,0
Holstein Kiel,3,0,2,0
Nurnberg,1,2,0,0
Braunschweig,0,2,0,0
Heidenheim,0,2,0,1
Sandhausen,2,0,0,0
Fortuna Dusseldorf,3,1,2,0
Duisburg,0,0,0,0
St Pauli,1,1,0,0
Bielefeld,0,2,0,1
Bochum,2,0,1,0
Dresden,2,2,1,2
Greuther Furth,2,1,1,0
Heidenheim,3,5,1,2
Regensburg,0,2,0,1
Darmstadt,3,4,1,1
Fortuna Dusseldorf,1,0,1,0
Ingolstadt,3,0,1,0
Braunschweig,1,0,1,0
Holstein Kiel,2,1,0,0
Union Berlin,3,1,2,0
Erzgebirge Aue,1,0,0,0
Kaiserslautern,0,1,0,0
Nurnberg,2,1,1,0
Sandhausen,1,1,0,0
Bielefeld,1,3,1,2
St Pauli,1,1,1,0
Darmstadt,1,1,1,1
Greuther Furth,2,1,1,0
Regensburg,3,1,2,1
Dresden,1,1,1,0
Duisburg,1,1,0,0
Heidenheim,1,0,0,0
Bochum,0,0,0,0
Kaiserslautern,0,0,0,0
Sandhausen,0,1,0,1
Braunschweig,2,2,1,1
Regensburg,3,2,2,1
Union Berlin,1,0,0,0
Erzgebirge Aue,1,1,1,0
Fortuna Dusseldorf,2,2,0,0
Holstein Kiel,3,0,1,0
Nurnberg,1,2,1,1
Bielefeld,2,2,1,0
Darmstadt,1,2,0,1
Bochum,1,1,1,1
Heidenheim,4,3,1,0
Nurnberg,2,2,0,0
Duisburg,3,0,0,0
Ingolstadt,1,0,1,0
St Pauli,2,2,2,2
Dresden,1,2,1,0
Sandhausen,1,2,1,0
Union Berlin,3,3,1,0
Braunschweig,2,3,1,1
Holstein Kiel,0,0,0,0
Regensburg,4,0,3,0
Erzgebirge Aue,1,1,1,1
Greuther Furth,4,0,2,0
Kaiserslautern,0,2,0,1
Fortuna Dusseldorf,1,3,1,3
Bielefeld,5,0,1,0
Heidenheim,3,2,0,0
Duisburg,2,0,2,0
Holstein Kiel,2,2,0,1
Nurnberg,1,0,0,0
Bochum,2,1,1,1
Darmstadt,0,1,0,0
Dresden,4,0,2,0
Ingolstadt,0,2,0,0
Braunschweig,0,0,0,0
Erzgebirge Aue,1,0,1,0
Greuther Furth,1,0,1,0
Regensburg,0,1,0,1
Union Berlin,0,1,0,0
Kaiserslautern,1,1,1,0
Sandhausen,3,1,1,0
St Pauli,2,2,0,1
Fortuna Dusseldorf,0,2,0,0
Braunschweig,0,1,0,1
Union Berlin,1,2,0,0
Erzgebirge Aue,1,1,1,0
Kaiserslautern,1,1,0,1
Regensburg,3,2,2,1
Duisburg,2,0,1,0
Greuther Furth,1,1,1,0
Sandhausen,3,1,0,0
St Pauli,2,1,1,0
Bochum,0,2,0,2
Holstein Kiel,2,2,2,1
Ingolstadt,0,0,0,0
Nurnberg,2,2,1,2
Bielefeld,0,0,0,0
Fortuna Dusseldorf,2,1,1,0
Heidenheim,2,0,0,0
Dresden,1,3,0,1
Regensburg,3,2,0,2
Union Berlin,0,1,0,1
Duisburg,3,3,1,3
Greuther Furth,0,0,0,0
Kaiserslautern,1,3,0,0
Erzgebirge Aue,1,3,1,2
Sandhausen,1,0,0,0
St Pauli,0,1,0,1
Bochum,0,1,0,0
Fortuna Dusseldorf,1,0,1,0
Nurnberg,4,1,1,0
Heidenheim,3,1,2,1
Holstein Kiel,1,1,1,1
Ingolstadt,3,0,1,0
Braunschweig,1,2,0,2
Darmstadt,1,2,1,1
Dresden,2,0,1,0
Bielefeld,1,1,0,1
Bochum,2,1,0,0
Kaiserslautern,3,1,2,1
Duisburg,2,2,0,1
Regensburg,2,0,1,0
Union Berlin,3,1,0,1
Erzgebirge Aue,0,0,0,0
Greuther Furth,1,0,1,0
Sandhausen,0,0,0,0
St Pauli,0,0,0,0
Heidenheim,1,0,1,0
Kaiserslautern,0,1,0,0
Bielefeld,2,0,1,0
Fortuna Dusseldorf,1,1,0,1
Holstein Kiel,2,2,2,2
Ingolstadt,0,1,0,1
Braunschweig,1,0,1,0
Dresden,1,0,0,0
Nurnberg,3,1,2,1
Darmstadt,1,2,0,1
Bielefeld,2,3,1,0
Regensburg,4,3,2,3
Duisburg,2,1,1,1
Erzgebirge Aue,2,1,1,0
Greuther Furth,2,1,1,1
Union Berlin,2,1,2,0
Bochum,0,0,0,0
Darmstadt,1,1,0,1
St Pauli,3,2,1,2
Dresden,0,2,0,1
Kaiserslautern,4,3,2,1
Holstein Kiel,5,0,2,0
Nurnberg,0,2,0,0
Sandhausen,1,1,0,0
Braunschweig,2,1,1,0
Fortuna Dusseldorf,2,1,1,0
Heidenheim,2,2,1,0
Ingolstadt,0,1,0,1
Bielefeld,1,0,0,0
Dresden,3,2,2,1
Bochum,1,1,1,0
Darmstadt,1,1,0,1
Greuther Furth,2,1,1,1
St Pauli,0,0,0,0
Duisburg,1,2,0,1
Regensburg,2,1,1,0
Union Berlin,0,0,0,0
Fortuna Dusseldorf,4,2,1,1
Holstein Kiel,2,1,2,0
Kaiserslautern,1,1,0,0
Sandhausen,2,3,2,1
Union Berlin,2,2,1,0
Braunschweig,3,2,3,0
Ingolstadt,4,2,2,0
Nurnberg,1,1,0,1
Erzgebirge Aue,2,1,2,0
Dresden,1,1,1,0
Duisburg,1,4,0,1
Heidenheim,1,2,0,0
Bielefeld,1,1,1,1
Bochum,2,0,1,0
Greuther Furth,2,1,1,0
Regensburg,1,3,0,2
St Pauli,1,1,1,0
Darmstadt,1,0,1,0
Fortuna Dusseldorf,1,2,0,0
Sandhausen,0,0,0,0
Erzgebirge Aue,2,1,1,1
Holstein Kiel,0,0,0,0
Nurnberg,3,2,3,1
Union Berlin,0,0,0,0
Braunschweig,1,1,1,1
Ingolstadt,2,2,0,0
Kaiserslautern,1,1,0,1
Bochum,3,2,2,1
Greuther Furth,1,2,0,0
Bielefeld,2,0,1,0
Dresden,0,4,0,1
Duisburg,0,2,0,1
St Pauli,0,1,0,0
Darmstadt,1,1,0,1
Heidenheim,3,1,1,0
Ingolstadt,1,1,0,0
Braunschweig,0,0,0,0
Greuther Furth,1,1,1,0
Regensburg,3,1,2,0
Sandhausen,1,1,1,0
Union Berlin,1,1,0,0
Erzgebirge Aue,1,3,0,0
Fortuna Dusseldorf,3,0,2,0
Kaiserslautern,0,1,0,0
Holstein Kiel,1,3,1,2
Bielefeld,3,2,0,1
Bochum,2,1,1,1
Darmstadt,3,1,3,0
Dresden,1,2,0,1
St Pauli,3,0,2,0
Duisburg,4,1,0,0
Heidenheim,2,0,2,0
Ingolstadt,1,5,1,1
Nurnberg,2,0,1,0
Braunschweig,0,2,0,0
Erzgebirge Aue,0,0,0,0
Fortuna Dusseldorf,1,1,0,0
Greuther Furth,2,2,1,0
Kaiserslautern,1,0,0,0
Regensburg,0,3,0,1
Sandhausen,0,2,0,1
St Pauli,1,0,1,0
Union Berlin,3,1,1,0
Bielefeld,0,0,0,0
Bochum,1,1,0,0
Darmstadt,1,0,0,0
Dresden,0,1,0,0
Duisburg,2,0,1,0
Heidenheim,1,1,0,0
Holstein Kiel,6,2,4,2
Ingolstadt,1,3,0,2
Nurnberg,2,3,2,1
Hamburg,0,3,0,0
Bochum,0,2,0,1
Greuther Furth,3,1,0,0
Regensburg,2,1,1,1
Darmstadt,1,0,0,0
Heidenheim,1,1,1,1
Magdeburg,1,2,1,1
Union Berlin,1,0,0,0
Dresden,1,0,1,0
Ingolstadt,1,1,0,0
Paderborn,2,0,1,0
St Pauli,2,0,0,0
Bielefeld,2,1,2,0
Duisburg,0,2,0,0
Erzgebirge Aue,0,0,0,0
Holstein Kiel,1,1,1,1
Sandhausen,0,3,0,2
FC Koln,1,1,1,0
Bochum,1,0,0,0
Darmstadt,3,0,0,0
FC Koln,3,1,1,1
Greuther Furth,2,2,0,0
Magdeburg,1,1,1,1
Dresden,1,3,0,2
Regensburg,0,0,0,0
Union Berlin,4,1,2,0
Hamburg,3,0,1,0
Ingolstadt,3,2,1,1
Paderborn,2,2,0,1
Bielefeld,5,3,3,2
Duisburg,0,1,0,1
Heidenheim,0,1,0,1
Sandhausen,0,0,0,0
St Pauli,3,5,2,2
Holstein Kiel,2,1,0,0
Regensburg,0,2,0,1
Union Berlin,2,2,1,0
Darmstadt,1,1,0,0
Greuther Furth,4,1,0,0
Hamburg,3,2,0,0
Bochum,6,0,3,0
Erzgebirge Aue,3,1,2,1
FC Koln,3,5,1,1
Magdeburg,0,0,0,0
Dresden,0,1,0,0
Ingolstadt,0,1,0,0
Sandhausen,0,2,0,1
Bielefeld,1,1,0,1
Dresden,4,1,1,1
Holstein Kiel,2,2,0,1
Duisburg,1,2,1,0
Hamburg,0,5,0,3
Heidenheim,2,0,0,0
Paderborn,4,4,2,1
Bochum,0,1,0,1
Darmstadt,1,2,0,0
FC Koln,2,1,0,0
Union Berlin,2,0,0,0
Erzgebirge Aue,0,2,0,1
Magdeburg,3,3,0,1
Regensburg,2,1,2,1
St Pauli,2,1,1,1
Greuther Furth,0,0,0,0
Bielefeld,1,3,0,1
Holstein Kiel,4,2,3,2
Duisburg,1,3,1,2
Heidenheim,3,2,1,2
Paderborn,1,0,1,0
Dresden,0,1,0,0
Hamburg,0,0,0,0
Sandhausen,0,1,0,0
Ingolstadt,1,2,0,1
Bochum,1,0,1,0
Darmstadt,1,2,0,2
Erzgebirge Aue,2,1,0,1
Greuther Furth,1,1,0,0
Magdeburg,2,2,0,2
Ingolstadt,1,2,0,1
St Pauli,3,1,1,0
Union Berlin,1,1,0,0
FC Koln,1,2,1,1
Dresden,1,1,1,1
Sandhausen,4,0,1,0
Bielefeld,2,3,2,0
Heidenheim,3,0,2,0
Holstein Kiel,1,1,0,1
Hamburg,0,0,0,0
Paderborn,0,0,0,0
Regensburg,1,1,0,1
Duisburg,0,1,0,0
Darmstadt,2,0,1,0
Magdeburg,0,1,0,0
Erzgebirge Aue,1,0,0,0
FC Koln,1,1,0,1
Paderborn,3,3,1,2
Ingolstadt,1,1,0,0
St Pauli,0,1,0,0
Union Berlin,0,0,0,0
Bochum,3,3,1,1
Dresden,3,1,2,1
Greuther Furth,2,2,0,2
Darmstadt,3,1,1,0
Duisburg,2,0,1,0
Holstein Kiel,2,2,0,0
Bielefeld,1,2,1,0
Heidenheim,1,0,0,0
Regensburg,1,1,1,1
Hamburg,1,0,0,0
Paderborn,4,4,3,1
Sandhausen,0,0,0,0
Erzgebirge Aue,1,3,1,1
FC Koln,8,1,2,0
St Pauli,1,1,0,0
Ingolstadt,1,1,0,0
Magdeburg,2,3,1,1
Union Berlin,4,0,3,0
Bochum,1,0,0,0
Bielefeld,0,1,0,0
Greuther Furth,3,2,1,1
Bochum,2,1,0,1
Darmstadt,0,3,0,0
Holstein Kiel,2,1,2,0
Dresden,2,0,2,0
Heidenheim,1,5,1,2
Regensburg,1,1,0,1
Hamburg,2,2,0,1
Erzgebirge Aue,1,1,1,1
Paderborn,2,2,0,0
FC Koln,4,0,1,0
Ingolstadt,1,2,0,1
St Pauli,1,1,0,0
Union Berlin,3,1,2,0
Duisburg,0,4,0,0
Magdeburg,0,0,0,0
Sandhausen,1,2,1,2
Hamburg,1,0,1,0
Regensburg,1,3,0,2
Darmstadt,1,1,0,1
Greuther Furth,0,5,0,1
Heidenheim,4,1,1,0
Bielefeld,1,1,0,0
Dresden,0,2,0,2
Magdeburg,1,1,1,0
Bochum,1,3,1,2
Duisburg,1,2,1,2
Holstein Kiel,1,2,0,1
Paderborn,3,0,0,0
St Pauli,2,0,1,0
Union Berlin,2,0,0,0
Erzgebirge Aue,2,2,0,0
Ingolstadt,1,1,1,0
Sandhausen,2,2,2,1
FC Koln,3,0,1,0
FC Koln,2,3,1,1
Sandhausen,0,0,0,0
Bielefeld,1,2,1,1
Ingolstadt,1,2,1,1
St Pauli,4,1,1,1
Duisburg,1,3,0,2
Erzgebirge Aue,3,0,2,0
Holstein Kiel,3,1,2,0
Paderborn,6,2,1,1
Bochum,2,1,2,0
Darmstadt,2,1,0,1
Greuther Furth,0,1,0,0
Magdeburg,1,0,1,0
Dresden,3,4,3,1
Hamburg,2,1,1,0
Heidenheim,2,2,2,1
Regensburg,2,0,0,0
Union Berlin,2,0,2,0
Duisburg,3,2,2,0
Ingolstadt,0,1,0,0
Bielefeld,2,0,2,0
Heidenheim,1,0,1,0
Paderborn,6,0,3,0
Holstein Kiel,2,0,1,0
Sandhausen,3,0,0,0
St Pauli,3,2,1,0
FC Koln,4,1,1,1
Regensburg,0,3,0,2
Bochum,1,2,0,2
Greuther Furth,1,0,0,0
Union Berlin,2,0,1,0
Darmstadt,1,2,0,1
Erzgebirge Aue,0,3,0,1
Magdeburg,1,1,1,1
Hamburg,1,0,0,0
Paderborn,3,2,0,1
Sandhausen,1,1,1,1
Duisburg,2,3,1,1
Heidenheim,2,2,1,1
Ingolstadt,2,1,2,0
St Pauli,1,2,1,1
Bielefeld,1,3,0,2
Dresden,0,0,0,0
Holstein Kiel,2,2,0,0
Greuther Furth,0,0,0,0
Union Berlin,1,1,1,0
Bochum,1,3,0,3
Darmstadt,2,0,1,0
FC Koln,3,1,0,1
St Pauli,1,0,0,0
Erzgebirge Aue,0,0,0,0
Magdeburg,1,1,1,0
Regensburg,2,1,0,1
Erzgebirge Aue,0,1,0,1
Duisburg,1,0,0,0
Holstein Kiel,0,2,0,1
Heidenheim,1,2,0,1
Paderborn,0,1,0,0
Sandhausen,0,3,0,1
Bielefeld,1,0,1,0
Dresden,2,2,1,2
Ingolstadt,1,2,0,1
Hamburg,1,0,0,0
Bochum,1,0,0,0
Union Berlin,2,0,1,0
Darmstadt,3,2,2,1
Erzgebirge Aue,2,1,1,0
FC Koln,5,1,2,0
Regensburg,1,1,1,0
Magdeburg,0,1,0,0
St Pauli,0,4,0,1
Heidenheim,2,1,0,1
Holstein Kiel,5,1,2,1
Dresden,1,1,0,1
Hamburg,2,3,2,0
Sandhausen,4,0,2,0
Bielefeld,3,1,0,0
Paderborn,3,1,0,0
Regensburg,0,2,0,0
Magdeburg,0,0,0,0
St Pauli,0,0,0,0
Bochum,0,0,0,0
Darmstadt,1,1,0,0
Union Berlin,1,3,0,1
FC Koln,4,0,2,0
Greuther Furth,2,2,2,0
Ingolstadt,1,2,1,0
Erzgebirge Aue,1,3,1,0
Greuther Furth,0,0,0,0
Bielefeld,2,1,1,0
Regensburg,2,1,0,0
Duisburg,2,4,0,1
Holstein Kiel,2,1,0,1
Sandhausen,1,1,1,0
Dresden,0,0,0,0
Greuther Furth,2,1,0,0
Heidenheim,0,2,0,2
Hamburg,1,2,1,0
Duisburg,4,4,2,1
Erzgebirge Aue,0,1,0,1
Union Berlin,2,2,1,1
Magdeburg,0,1,0,0
Paderborn,4,0,2,0
Sandhausen,3,1,0,0
Bochum,3,2,1,2
Ingolstadt,1,1,1,0
St Pauli,1,1,0,1
FC Koln,1,1,1,0
Duisburg,2,2,0,1
Greuther Furth,1,1,0,1
Hamburg,1,1,0,1
Holstein Kiel,1,2,0,0
Bielefeld,1,3,0,1
Darmstadt,0,0,0,0
Dresden,3,0,2,0
Heidenheim,3,0,3,0
Regensburg,1,0,1,0
FC Koln,1,2,0,1
Ingolstadt,1,0,0,0
Magdeburg,2,1,2,1
Sandhausen,3,2,2,2
St Pauli,4,3,1,2
Erzgebirge Aue,3,2,2,1
Paderborn,3,1,0,0
Union Berlin,2,0,0,0
Duisburg,2,2,1,1
Bielefeld,2,0,1,0
Dresden,2,1,1,0
Bochum,4,2,1,0
Hamburg,0,3,0,1
Heidenheim,2,3,1,0
Darmstadt,2,1,0,0
Holstein Kiel,0,2,0,0
Regensburg,1,3,0,0
Greuther Furth,0,4,0,3
Duisburg,3,4,1,2
Erzgebirge Aue,1,1,1,1
FC Koln,3,5,0,3
Holstein Kiel,3,0,1,0
Ingolstadt,3,0,2,0
Paderborn,4,1,1,0
Sandhausen,0,3,0,2
St Pauli,0,0,0,0
Union Berlin,3,0,2,0
Bielefeld,1,0,0,0
Bochum,2,2,1,0
Darmstadt,1,0,1,0
Dresden,3,1,2,1
Greuther Furth,2,1,0,0
Hamburg,3,0,1,0
Heidenheim,4,2,2,0
Magdeburg,1,1,0,1
Regensburg,2,2,1,1
Stuttgart,2,1,2,1
Dresden,0,1,0,0
Holstein Kiel,1,1,0,1
Osnabruck,1,3,0,0
Hamburg,1,1,0,0
Greuther Furth,0,2,0,1
Regensburg,3,1,1,0
Wehen,1,2,0,1
Bielefeld,1,1,0,1
Bochum,3,3,0,0
Sandhausen,0,1,0,0
St Pauli,1,3,1,2
Karlsruhe,4,2,1,1
Hannover,1,1,0,0
Heidenheim,2,2,0,0
Darmstadt,2,0,1,0
Erzgebirge Aue,3,2,2,1
Nurnberg,0,4,0,2
Hamburg,1,0,0,0
Sandhausen,3,2,2,1
Bielefeld,3,1,1,0
Stuttgart,2,1,0,1
Wehen,0,3,0,1
Dresden,2,1,0,0
Greuther Furth,1,0,0,0
Holstein Kiel,2,1,1,1
Osnabruck,4,0,1,0
Darmstadt,0,0,0,0
Erzgebirge Aue,0,0,0,0
Bochum,3,3,0,3
Hannover,1,1,0,1
Regensburg,1,3,0,1
Heidenheim,0,2,0,0
Karlsruhe,2,4,0,2
Nurnberg,1,0,0,0
St Pauli,2,1,0,0
Nurnberg,2,2,1,0
Sandhausen,1,0,0,0
Bielefeld,2,2,1,2
Dresden,3,3,1,3
Wehen,0,5,0,2
Hamburg,3,0,1,0
Holstein Kiel,1,1,0,0
Osnabruck,3,0,1,0
Stuttgart,2,1,1,1
Greuther Furth,2,1,0,0
Karlsruhe,1,0,0,0
Hannover,0,2,0,1
Heidenheim,3,0,2,0
Regensburg,2,3,0,1
Bochum,2,2,0,0
Darmstadt,3,3,1,2
Erzgebirge Aue,1,0,1,0
St Pauli,2,0,1,0
Heidenheim,1,0,0,0
Holstein Kiel,1,2,0,1
Nurnberg,1,1,1,1
Sandhausen,1,1,0,0
Stuttgart,2,0,1,0
Wehen,2,5,1,3
Dresden,2,1,0,1
Hamburg,4,0,2,0
Osnabruck,1,1,1,1
Bielefeld,0,1,0,0
Wehen,2,0,1,0
Bochum,2,2,2,1
Karlsruhe,1,1,1,0
Regensburg,2,2,1,0
Erzgebirge Aue,4,1,3,1
Greuther Furth,0,3,0,1
St Pauli,2,0,2,0
Hannover,0,4,0,3
Darmstadt,1,1,1,1
Stuttgart,1,2,1,2
Dresden,0,2,0,0
Hamburg,2,0,0,0
Sandhausen,2,2,2,1
Heidenheim,2,3,1,2
Holstein Kiel,1,2,1,1
Nurnberg,1,1,0,1
Osnabruck,0,1,0,0
Erzgebirge Aue,4,3,0,0
Greuther Furth,2,0,2,0
Regensburg,1,0,0,0
St Pauli,0,1,0,0
Wehen,0,0,0,0
Bochum,3,3,3,2
Hannover,0,0,0,0
Stuttgart,0,1,0,0
Bielefeld,1,1,0,1
Darmstadt,1,0,0,0
Holstein Kiel,2,1,1,1
Dresden,0,1,0,0
Hamburg,6,2,3,1
Karlsruhe,3,3,1,2
Heidenheim,1,0,0,0
Nurnberg,1,1,1,0
Osnabruck,0,0,0,0
Sandhausen,0,0,0,0
Hannover,1,1,1,0
Regensburg,3,3,2,0
Erzgebirge Aue,1,1,0,0
Greuther Furth,3,1,2,0
St Pauli,2,2,0,0
Bielefeld,2,1,1,0
Stuttgart,3,1,2,0
Wehen,1,1,0,0
Bochum,3,1,3,0
Dresden,1,0,1,0
St Pauli,1,1,1,1
Holstein Kiel,1,1,1,0
Osnabruck,1,0,1,0
Sandhausen,3,2,1,1
Darmstadt,2,2,0,1
Heidenheim,4,0,1,0
Nurnberg,1,5,0,3
Karlsruhe,1,1,0,1
Bochum,1,1,1,1
Erzgebirge Aue,3,1,2,0
Bielefeld,1,1,1,1
Hamburg,2,1,0,0
Wehen,3,6,2,4
Greuther Furth,0,0,0,0
Regensburg,3,1,1,0
Stuttgart,3,0,0,0
Hannover,1,2,1,2
Karlsruhe,4,1,2,0
Osnabruck,2,1,2,0
Bochum,2,0,0,0
Dresden,1,2,0,2
Nurnberg,0,2,0,1
St Pauli,0,1,0,1
Darmstadt,1,3,0,0
Heidenheim,1,0,0,0
Sandhausen,2,1,2,0
Bielefeld,2,2,0,1
Hamburg,0,1,0,0
Greuther Furth,3,1,1,0
Hannover,3,2,1,1
Holstein Kiel,2,4,2,1
Dresden,1,1,1,1
Regensburg,1,0,1,0
Wehen,0,0,0,0
Stuttgart,3,1,0,1
Bochum,2,1,2,0
Erzgebirge Aue,1,0,1,0
Heidenheim,0,0,0,0
Karlsruhe,1,5,1,2
St Pauli,3,1,1,0
Nurnberg,2,2,1,0
Osnabruck,3,0,1,0
Sandhausen,1,1,1,0
Darmstadt,1,1,1,1
Karlsruhe,0,1,0,0
Nurnberg,2,0,1,0
Darmstadt,2,2,1,2
Erzgebirge Aue,3,1,1,0
Hannover,2,2,1,0
St Pauli,3,0,2,0
Bochum,2,3,1,2
Heidenheim,3,1,1,0
Sandhausen,2,2,0,1
Bielefeld,2,0,1,0
Greuther Furth,3,0,1,0
Regensburg,1,0,1,0
Wehen,1,0,1,0
Stuttgart,3,0,1,0
Dresden,1,0,1,0
Holstein Kiel,1,1,1,1
Osnabruck,1,3,0,1
Hamburg,4,1,2,0
Erzgebirge Aue,0,0,0,0
Regensburg,0,2,0,2
Hannover,2,2,0,1
Karlsruhe,0,2,0,2
St Pauli,1,1,0,0
Darmstadt,2,2,1,1
Heidenheim,0,0,0,0
Nurnberg,2,0,1,0
Bochum,1,3,0,0
Dresden,2,3,1,3
Sandhausen,0,1,0,1
Hamburg,2,0,0,0
Osnabruck,0,1,0,0
Stuttgart,3,0,2,0
Bielefeld,6,0,2,0
Greuther Furth,1,3,0,1
Wehen,0,1,0,1
Holstein Kiel,2,1,1,0
Heidenheim,2,2,1,1
St Pauli,0,0,0,0
Greuther Furth,2,4,0,2
Hannover,1,1,0,0
Regensburg,1,0,0,0
Darmstadt,1,0,0,0
Erzgebirge Aue,1,2,0,1
Karlsruhe,1,1,1,0
Bochum,0,1,0,0
Osnabruck,0,0,0,0
Wehen,1,1,1,0
Dresden,1,2,0,0
Hamburg,0,2,0,2
Holstein Kiel,0,1,0,0
Stuttgart,2,0,0,0
Bielefeld,1,0,0,0
Nurnberg,1,2,1,0
Sandhausen,0,2,0,2
Karlsruhe,0,1,0,0
Regensburg,1,2,0,0
Darmstadt,2,0,2,0
Erzgebirge Aue,3,0,1,0
Greuther Furth,2,0,0,0
Bielefeld,1,0,0,0
Bochum,4,4,2,2
St Pauli,3,1,2,0
Hannover,3,1,1,0
Nurnberg,0,3,0,2
Osnabruck,2,6,2,5
Darmstadt,0,0,0,0
Hamburg,2,1,1,1
Heidenheim,3,1,3,0
Dresden,2,1,1,1
Holstein Kiel,1,1,1,1
Sandhausen,2,2,1,1
Stuttgart,1,1,0,0
Bochum,3,0,2,0
Erzgebirge Aue,3,1,1,0
Karlsruhe,2,0,0,0
Regensburg,2,2,0,1
Bielefeld,1,1,1,0
Greuther Furth,2,2,1,1
St Pauli,1,0,0,0
Wehen,2,1,0,0
Heidenheim,1,0,0,0
Nurnberg,1,1,0,0
Darmstadt,4,0,1,0
Osnabruck,2,4,1,1
Sandhausen,0,0,0,0
Hamburg,0,0,0,0
Holstein Kiel,3,2,1,0
Karlsruhe,0,0,0,0
Erzgebirge Aue,1,3,1,1
Greuther Furth,0,2,0,1
Regensburg,2,2,1,1
Wehen,0,1,0,1
Bochum,2,1,0,0
Hannover,1,1,0,0
St Pauli,0,0,0,0
Stuttgart,3,2,0,2
Darmstadt,1,1,0,0
Osnabruck,2,2,0,2
Holstein Kiel,1,2,0,1
Karlsruhe,1,1,0,0
Nurnberg,0,0,0,0
Sandhausen,3,1,0,0
Dresden,0,2,0,1
Hamburg,3,2,2,1
Heidenheim,3,0,0,0
Hannover,3,0,3,0
Bochum,2,0,1,0
Greuther Furth,1,2,0,2
Bielefeld,1,1,1,1
Regensburg,3,0,1,0
Wehen,2,3,2,2
Erzgebirge Aue,1,0,1,0
Hannover,2,1,2,0
Stuttgart,0,0,0,0
Hamburg,3,3,2,1
Dresden,1,1,0,1
Dresden,0,1,0,0
Sandhausen,0,0,0,0
Heidenheim,4,1,1,0
Holstein Kiel,1,2,1,1
Nurnberg,0,1,0,0
Osnabruck,0,2,0,1
Darmstadt,3,2,1,0
Karlsruhe,2,1,1,1
St Pauli,2,1,2,0
Bielefeld,4,0,1,0
Greuther Furth,0,0,0,0
Hamburg,1,1,1,0
Wehen,0,6,0,3
Erzgebirge Aue,1,2,0,2
Hannover,4,0,2,0
Regensburg,2,1,1,0
Stuttgart,5,1,4,0
Holstein Kiel,2,0,1,0
Bielefeld,1,0,0,0
Bochum,2,2,1,1
Darmstadt,3,1,0,1
Erzgebirge Aue,2,1,1,0
Heidenheim,2,1,0,0
Karlsruhe,3,3,1,3
Nurnberg,0,6,0,3
Osnabruck,4,1,2,0
Sandhausen,0,1,0,0
St Pauli,1,1,1,1
Bielefeld,3,0,2,0
Dresden,2,2,1,0
Greuther Furth,1,2,1,1
Hamburg,1,5,0,2
Hannover,2,0,1,0
Holstein Kiel,1,1,0,1
Regensburg,1,2,1,1
Stuttgart,1,3,1,1
Wehen,5,3,3,2
Hamburg,2,1,1,0
Regensburg,1,1,0,1
Hannover,2,0,1,0
Sandhausen,3,2,2,1
Wurzburger Kickers,0,3,0,0
Greuther Furth,1,1,1,1
Heidenheim,2,0,1,0
Holstein Kiel,1,0,0,0
Bochum,2,2,1,0
Erzgebirge Aue,1,1,1,1
Osnabruck,2,1,1,0
Braunschweig,0,0,0,0
Darmstadt,0,0,0,0
Fortuna Dusseldorf,1,0,0,0
Karlsruhe,0,1,0,1
Nurnberg,1,0,0,0
St Pauli,4,2,2,0
Paderborn,3,4,3,2
Bochum,0,0,0,0
Sandhausen,1,0,1,0
Hannover,4,1,0,0
Heidenheim,0,0,0,0
Regensburg,1,0,1,0
Holstein Kiel,2,1,1,0
Wurzburger Kickers,2,2,1,1
Nurnberg,2,3,1,0
Braunschweig,2,1,1,1
Greuther Furth,0,1,0,1
Karlsruhe,3,0,2,0
Erzgebirge Aue,2,1,0,0
Fortuna Dusseldorf,2,2,0,2
Paderborn,1,0,1,0
Wurzburger Kickers,0,2,0,1
St Pauli,2,2,1,1
Hamburg,3,0,1,0
Nurnberg,1,1,1,0
Regensburg,3,0,1,0
Darmstadt,2,2,1,0
Hamburg,3,1,0,1
Hannover,3,0,0,0
Holstein Kiel,1,3,0,2
